index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
261,Suffolk Downs,B.70054,9,0,0.5,11,6am-7am,Monday,Blue Line,Eastbound,2,placeholder
262,Beachmont,B.70056,10,1,2.6,9,6am-7am,Monday,Blue Line,Eastbound,2,placeholder
263,Revere Beach,B.70058,11,0,3,6,6am-7am,Monday,Blue Line,Eastbound,1,placeholder
264,Wonderland,B.70060,12,0,5.9,0,6am-7am,Monday,Blue Line,Eastbound,0,placeholder
265,Bowdoin,B.70038,1,3,0,3,7am-8am,Monday,Blue Line,Eastbound,0,placeholder
266,Government Center,B.70040,2,14,0,17,7am-8am,Monday,Blue Line,Eastbound,3,placeholder
267,State,B.70042,3,14,0.5,30,7am-8am,Monday,Blue Line,Eastbound,5,placeholder
268,Aquarium,B.70044,4,2,2.7,31,7am-8am,Monday,Blue Line,Eastbound,5,placeholder
269,Maverick,B.70046,5,6,10.7,23,7am-8am,Monday,Blue Line,Eastbound,4,placeholder
270,Airport,B.70048,6,4,8,20,7am-8am,Monday,Blue Line,Eastbound,3,placeholder
271,Wood Island,B.70050,7,1,3.7,17,7am-8am,Monday,Blue Line,Eastbound,3,placeholder
272,Orient Heights,B.70052,8,1,4.7,12,7am-8am,Monday,Blue Line,Eastbound,2,placeholder
273,Suffolk Downs,B.70054,9,0,0.6,12,7am-8am,Monday,Blue Line,Eastbound,2,placeholder
274,Beachmont,B.70056,10,2,3,12,7am-8am,Monday,Blue Line,Eastbound,2,placeholder
275,Revere Beach,B.70058,11,0,5.1,7,7am-8am,Monday,Blue Line,Eastbound,1,placeholder
276,Wonderland,B.70060,12,0,7,0,7am-8am,Monday,Blue Line,Eastbound,0,placeholder
277,Bowdoin,B.70038,1,1,0,1,8am-9am,Monday,Blue Line,Eastbound,0,placeholder
278,Government Center,B.70040,2,16,0.1,17,8am-9am,Monday,Blue Line,Eastbound,3,placeholder
279,State,B.70042,3,15,1,32,8am-9am,Monday,Blue Line,Eastbound,5,placeholder
280,Aquarium,B.70044,4,3,4.1,29,8am-9am,Monday,Blue Line,Eastbound,5,placeholder
281,Maverick,B.70046,5,6,14.6,22,8am-9am,Monday,Blue Line,Eastbound,4,placeholder
282,Airport,B.70048,6,6,7.5,21,8am-9am,Monday,Blue Line,Eastbound,4,placeholder
283,Wood Island,B.70050,7,1,3.8,18,8am-9am,Monday,Blue Line,Eastbound,3,placeholder
284,Orient Heights,B.70052,8,2,5.6,14,8am-9am,Monday,Blue Line,Eastbound,2,placeholder
285,Suffolk Downs,B.70054,9,0,0.8,13,8am-9am,Monday,Blue Line,Eastbound,2,placeholder
286,Beachmont,B.70056,10,1,3.2,10,8am-9am,Monday,Blue Line,Eastbound,2,placeholder
287,Revere Beach,B.70058,11,0,5.2,5,8am-9am,Monday,Blue Line,Eastbound,1,placeholder
288,Wonderland,B.70060,12,0,4.9,0,8am-9am,Monday,Blue Line,Eastbound,0,placeholder
289,Bowdoin,B.70038,1,2,0,2,9am-10am,Monday,Blue Line,Eastbound,0,placeholder
290,Government Center,B.70040,2,14,0.3,16,9am-10am,Monday,Blue Line,Eastbound,3,placeholder
291,State,B.70042,3,13,0.8,28,9am-10am,Monday,Blue Line,Eastbound,5,placeholder
292,Aquarium,B.70044,4,3,2.9,27,9am-10am,Monday,Blue Line,Eastbound,4,placeholder
293,Maverick,B.70046,5,6,12.4,22,9am-10am,Monday,Blue Line,Eastbound,4,placeholder
294,Airport,B.70048,6,4,5.9,20,9am-10am,Monday,Blue Line,Eastbound,3,placeholder
295,Wood Island,B.70050,7,1,2.3,18,9am-10am,Monday,Blue Line,Eastbound,3,placeholder
296,Orient Heights,B.70052,8,1,4.6,13,9am-10am,Monday,Blue Line,Eastbound,2,placeholder
297,Suffolk Downs,B.70054,9,0,0.8,14,9am-10am,Monday,Blue Line,Eastbound,2,placeholder
298,Beachmont,B.70056,10,1,3.2,11,9am-10am,Monday,Blue Line,Eastbound,2,placeholder
299,Revere Beach,B.70058,11,0,4.5,7,9am-10am,Monday,Blue Line,Eastbound,1,placeholder
300,Wonderland,B.70060,12,0,6.5,0,9am-10am,Monday,Blue Line,Eastbound,0,placeholder
301,Bowdoin,B.70038,1,3,0,3,10am-11am,Monday,Blue Line,Eastbound,0,placeholder
302,Government Center,B.70040,2,26,0.1,28,10am-11am,Monday,Blue Line,Eastbound,5,placeholder
303,State,B.70042,3,19,0.6,44,10am-11am,Monday,Blue Line,Eastbound,7,placeholder
304,Aquarium,B.70044,4,3,3.8,46,10am-11am,Monday,Blue Line,Eastbound,8,placeholder
305,Maverick,B.70046,5,6,16.6,33,10am-11am,Monday,Blue Line,Eastbound,6,placeholder
306,Airport,B.70048,6,6,9.7,31,10am-11am,Monday,Blue Line,Eastbound,5,placeholder
307,Wood Island,B.70050,7,1,2.6,28,10am-11am,Monday,Blue Line,Eastbound,5,placeholder
308,Orient Heights,B.70052,8,1,9,23,10am-11am,Monday,Blue Line,Eastbound,4,placeholder
309,Suffolk Downs,B.70054,9,0,1.3,20,10am-11am,Monday,Blue Line,Eastbound,3,placeholder
310,Beachmont,B.70056,10,1,5.7,15,10am-11am,Monday,Blue Line,Eastbound,2,placeholder
311,Revere Beach,B.70058,11,0,6.9,10,10am-11am,Monday,Blue Line,Eastbound,2,placeholder
312,Wonderland,B.70060,12,0,10.1,0,10am-11am,Monday,Blue Line,Eastbound,0,placeholder
313,Bowdoin,B.70038,1,5,0,5,11am-12pm,Monday,Blue Line,Eastbound,1,placeholder
314,Government Center,B.70040,2,34,0.4,39,11am-12pm,Monday,Blue Line,Eastbound,6,placeholder
315,State,B.70042,3,34,0.9,73,11am-12pm,Monday,Blue Line,Eastbound,12,placeholder
316,Aquarium,B.70044,4,6,4.1,70,11am-12pm,Monday,Blue Line,Eastbound,12,placeholder
317,Maverick,B.70046,5,10,24.9,54,11am-12pm,Monday,Blue Line,Eastbound,9,placeholder
318,Airport,B.70048,6,7,12.7,41,11am-12pm,Monday,Blue Line,Eastbound,7,placeholder
319,Wood Island,B.70050,7,1,4.5,38,11am-12pm,Monday,Blue Line,Eastbound,6,placeholder
320,Orient Heights,B.70052,8,1,11.4,30,11am-12pm,Monday,Blue Line,Eastbound,5,placeholder
321,Suffolk Downs,B.70054,9,0,1.8,29,11am-12pm,Monday,Blue Line,Eastbound,5,placeholder
322,Beachmont,B.70056,10,1,7.2,23,11am-12pm,Monday,Blue Line,Eastbound,4,placeholder
323,Revere Beach,B.70058,11,0,10.2,13,11am-12pm,Monday,Blue Line,Eastbound,2,placeholder
324,Wonderland,B.70060,12,0,11.9,0,11am-12pm,Monday,Blue Line,Eastbound,0,placeholder
325,Bowdoin,B.70038,1,10,0,10,12pm-1pm,Monday,Blue Line,Eastbound,2,placeholder
326,Government Center,B.70040,2,56,0.3,66,12pm-1pm,Monday,Blue Line,Eastbound,11,placeholder
327,State,B.70042,3,53,2,117,12pm-1pm,Monday,Blue Line,Eastbound,20,placeholder
328,Aquarium,B.70044,4,11,5.7,122,12pm-1pm,Monday,Blue Line,Eastbound,20,placeholder
329,Maverick,B.70046,5,14,42.4,83,12pm-1pm,Monday,Blue Line,Eastbound,14,placeholder
330,Airport,B.70048,6,11,21.4,73,12pm-1pm,Monday,Blue Line,Eastbound,12,placeholder
331,Wood Island,B.70050,7,2,9,81,12pm-1pm,Monday,Blue Line,Eastbound,14,placeholder
332,Orient Heights,B.70052,8,1,18.9,49,12pm-1pm,Monday,Blue Line,Eastbound,8,placeholder
333,Suffolk Downs,B.70054,9,0,2.9,46,12pm-1pm,Monday,Blue Line,Eastbound,8,placeholder
334,Beachmont,B.70056,10,1,12.7,35,12pm-1pm,Monday,Blue Line,Eastbound,6,placeholder
335,Revere Beach,B.70058,11,0,13.5,19,12pm-1pm,Monday,Blue Line,Eastbound,3,placeholder
336,Wonderland,B.70060,12,0,20.5,0,12pm-1pm,Monday,Blue Line,Eastbound,0,placeholder
337,Bowdoin,B.70038,1,10,0,10,1pm-2pm,Monday,Blue Line,Eastbound,2,placeholder
338,Government Center,B.70040,2,79,0.7,87,1pm-2pm,Monday,Blue Line,Eastbound,14,placeholder
339,State,B.70042,3,66,1.9,151,1pm-2pm,Monday,Blue Line,Eastbound,25,placeholder
340,Aquarium,B.70044,4,14,8,157,1pm-2pm,Monday,Blue Line,Eastbound,26,placeholder
341,Maverick,B.70046,5,21,68.3,144,1pm-2pm,Monday,Blue Line,Eastbound,24,placeholder
342,Airport,B.70048,6,15,35.7,124,1pm-2pm,Monday,Blue Line,Eastbound,21,placeholder
343,Wood Island,B.70050,7,1,10.3,92,1pm-2pm,Monday,Blue Line,Eastbound,15,placeholder
344,Orient Heights,B.70052,8,3,24.4,71,1pm-2pm,Monday,Blue Line,Eastbound,12,placeholder
345,Suffolk Downs,B.70054,9,0,4.3,61,1pm-2pm,Monday,Blue Line,Eastbound,10,placeholder
346,Beachmont,B.70056,10,2,16.4,47,1pm-2pm,Monday,Blue Line,Eastbound,8,placeholder
347,Revere Beach,B.70058,11,0,21.1,30,1pm-2pm,Monday,Blue Line,Eastbound,5,placeholder
348,Wonderland,B.70060,12,0,27.8,0,1pm-2pm,Monday,Blue Line,Eastbound,0,placeholder
349,Bowdoin,B.70038,1,10,0,10,2pm-3pm,Monday,Blue Line,Eastbound,2,placeholder
350,Government Center,B.70040,2,58,1,67,2pm-3pm,Monday,Blue Line,Eastbound,11,placeholder
351,State,B.70042,3,70,1.4,139,2pm-3pm,Monday,Blue Line,Eastbound,23,placeholder
352,Aquarium,B.70044,4,14,5.5,155,2pm-3pm,Monday,Blue Line,Eastbound,26,placeholder
353,Maverick,B.70046,5,13,51.5,101,2pm-3pm,Monday,Blue Line,Eastbound,17,placeholder
354,Airport,B.70048,6,16,27,101,2pm-3pm,Monday,Blue Line,Eastbound,17,placeholder
355,Wood Island,B.70050,7,1,11.5,96,2pm-3pm,Monday,Blue Line,Eastbound,16,placeholder
356,Orient Heights,B.70052,8,3,26.3,73,2pm-3pm,Monday,Blue Line,Eastbound,12,placeholder
357,Suffolk Downs,B.70054,9,0,4.7,61,2pm-3pm,Monday,Blue Line,Eastbound,10,placeholder
358,Beachmont,B.70056,10,2,17.7,45,2pm-3pm,Monday,Blue Line,Eastbound,8,placeholder
359,Revere Beach,B.70058,11,0,21.4,29,2pm-3pm,Monday,Blue Line,Eastbound,5,placeholder
360,Wonderland,B.70060,12,0,31.2,0,2pm-3pm,Monday,Blue Line,Eastbound,0,placeholder
361,Bowdoin,B.70038,1,24,0,24,3pm-4pm,Monday,Blue Line,Eastbound,4,placeholder
362,Government Center,B.70040,2,97,0.8,120,3pm-4pm,Monday,Blue Line,Eastbound,20,placeholder
363,State,B.70042,3,90,2.2,208,3pm-4pm,Monday,Blue Line,Eastbound,35,placeholder
364,Aquarium,B.70044,4,23,6,213,3pm-4pm,Monday,Blue Line,Eastbound,36,placeholder
365,Maverick,B.70046,5,18,82.6,175,3pm-4pm,Monday,Blue Line,Eastbound,29,placeholder
366,Airport,B.70048,6,17,32.3,140,3pm-4pm,Monday,Blue Line,Eastbound,23,placeholder
367,Wood Island,B.70050,7,3,14.1,129,3pm-4pm,Monday,Blue Line,Eastbound,22,placeholder
368,Orient Heights,B.70052,8,2,34.8,104,3pm-4pm,Monday,Blue Line,Eastbound,17,placeholder
369,Suffolk Downs,B.70054,9,0,6,87,3pm-4pm,Monday,Blue Line,Eastbound,14,placeholder
370,Beachmont,B.70056,10,2,26.5,67,3pm-4pm,Monday,Blue Line,Eastbound,11,placeholder
371,Revere Beach,B.70058,11,1,21.3,37,3pm-4pm,Monday,Blue Line,Eastbound,6,placeholder
372,Wonderland,B.70060,12,0,37.1,0,3pm-4pm,Monday,Blue Line,Eastbound,0,placeholder
373,Bowdoin,B.70038,1,25,0,25,4pm-5pm,Monday,Blue Line,Eastbound,4,placeholder
374,Government Center,B.70040,2,94,1.3,120,4pm-5pm,Monday,Blue Line,Eastbound,20,placeholder
375,State,B.70042,3,85,1.8,197,4pm-5pm,Monday,Blue Line,Eastbound,33,placeholder
376,Aquarium,B.70044,4,26,6,227,4pm-5pm,Monday,Blue Line,Eastbound,38,placeholder
377,Maverick,B.70046,5,15,67.5,164,4pm-5pm,Monday,Blue Line,Eastbound,27,placeholder
378,Airport,B.70048,6,14,34.2,152,4pm-5pm,Monday,Blue Line,Eastbound,25,placeholder
379,Wood Island,B.70050,7,3,11.4,144,4pm-5pm,Monday,Blue Line,Eastbound,24,placeholder
380,Orient Heights,B.70052,8,3,36.2,110,4pm-5pm,Monday,Blue Line,Eastbound,18,placeholder
381,Suffolk Downs,B.70054,9,0,7.6,103,4pm-5pm,Monday,Blue Line,Eastbound,17,placeholder
382,Beachmont,B.70056,10,2,28.4,71,4pm-5pm,Monday,Blue Line,Eastbound,12,placeholder
383,Revere Beach,B.70058,11,0,26.4,45,4pm-5pm,Monday,Blue Line,Eastbound,8,placeholder
384,Wonderland,B.70060,12,0,44.9,0,4pm-5pm,Monday,Blue Line,Eastbound,0,placeholder
385,Bowdoin,B.70038,1,28,0,28,5pm-6pm,Monday,Blue Line,Eastbound,5,placeholder
386,Government Center,B.70040,2,116,0.9,142,5pm-6pm,Monday,Blue Line,Eastbound,24,placeholder
387,State,B.70042,3,110,2.4,265,5pm-6pm,Monday,Blue Line,Eastbound,44,placeholder
388,Aquarium,B.70044,4,28,3.8,275,5pm-6pm,Monday,Blue Line,Eastbound,46,placeholder
389,Maverick,B.70046,5,17,85.6,207,5pm-6pm,Monday,Blue Line,Eastbound,34,placeholder
390,Airport,B.70048,6,13,37.3,183,5pm-6pm,Monday,Blue Line,Eastbound,30,placeholder
391,Wood Island,B.70050,7,2,10.5,165,5pm-6pm,Monday,Blue Line,Eastbound,28,placeholder
392,Orient Heights,B.70052,8,3,39,129,5pm-6pm,Monday,Blue Line,Eastbound,22,placeholder
393,Suffolk Downs,B.70054,9,0,7.6,121,5pm-6pm,Monday,Blue Line,Eastbound,20,placeholder
394,Beachmont,B.70056,10,2,35.9,94,5pm-6pm,Monday,Blue Line,Eastbound,16,placeholder
395,Revere Beach,B.70058,11,0,30.8,68,5pm-6pm,Monday,Blue Line,Eastbound,11,placeholder
396,Wonderland,B.70060,12,0,68.5,0,5pm-6pm,Monday,Blue Line,Eastbound,0,placeholder
397,Bowdoin,B.70038,1,14,0,14,6pm-7pm,Monday,Blue Line,Eastbound,2,placeholder
398,Government Center,B.70040,2,76,1,89,6pm-7pm,Monday,Blue Line,Eastbound,15,placeholder
399,State,B.70042,3,66,1,146,6pm-7pm,Monday,Blue Line,Eastbound,24,placeholder
400,Aquarium,B.70044,4,16,2.9,159,6pm-7pm,Monday,Blue Line,Eastbound,26,placeholder
401,Maverick,B.70046,5,11,54,108,6pm-7pm,Monday,Blue Line,Eastbound,18,placeholder
402,Airport,B.70048,6,10,25.9,98,6pm-7pm,Monday,Blue Line,Eastbound,16,placeholder
403,Wood Island,B.70050,7,2,7.9,97,6pm-7pm,Monday,Blue Line,Eastbound,16,placeholder
404,Orient Heights,B.70052,8,3,25.3,79,6pm-7pm,Monday,Blue Line,Eastbound,13,placeholder
405,Suffolk Downs,B.70054,9,0,4.3,75,6pm-7pm,Monday,Blue Line,Eastbound,12,placeholder
406,Beachmont,B.70056,10,2,19.8,53,6pm-7pm,Monday,Blue Line,Eastbound,9,placeholder
407,Revere Beach,B.70058,11,0,18.9,37,6pm-7pm,Monday,Blue Line,Eastbound,6,placeholder
408,Wonderland,B.70060,12,0,35.1,0,6pm-7pm,Monday,Blue Line,Eastbound,0,placeholder
409,Bowdoin,B.70038,1,9,0,9,7pm-8pm,Monday,Blue Line,Eastbound,2,placeholder
410,Government Center,B.70040,2,72,0.2,80,7pm-8pm,Monday,Blue Line,Eastbound,13,placeholder
411,State,B.70042,3,57,1.2,136,7pm-8pm,Monday,Blue Line,Eastbound,23,placeholder
412,Aquarium,B.70044,4,17,1.9,162,7pm-8pm,Monday,Blue Line,Eastbound,27,placeholder
413,Maverick,B.70046,5,11,64.2,121,7pm-8pm,Monday,Blue Line,Eastbound,20,placeholder
414,Airport,B.70048,6,12,27.3,96,7pm-8pm,Monday,Blue Line,Eastbound,16,placeholder
415,Wood Island,B.70050,7,1,8.4,82,7pm-8pm,Monday,Blue Line,Eastbound,14,placeholder
416,Orient Heights,B.70052,8,1,17.8,52,7pm-8pm,Monday,Blue Line,Eastbound,9,placeholder
417,Suffolk Downs,B.70054,9,0,3,49,7pm-8pm,Monday,Blue Line,Eastbound,8,placeholder
418,Beachmont,B.70056,10,2,13.9,40,7pm-8pm,Monday,Blue Line,Eastbound,7,placeholder
419,Revere Beach,B.70058,11,0,14.6,22,7pm-8pm,Monday,Blue Line,Eastbound,4,placeholder
420,Wonderland,B.70060,12,0,22.7,0,7pm-8pm,Monday,Blue Line,Eastbound,0,placeholder
421,Bowdoin,B.70038,1,10,0,10,8pm-9pm,Monday,Blue Line,Eastbound,2,placeholder
422,Government Center,B.70040,2,65,0.3,74,8pm-9pm,Monday,Blue Line,Eastbound,12,placeholder
423,State,B.70042,3,46,0.8,120,8pm-9pm,Monday,Blue Line,Eastbound,20,placeholder
424,Aquarium,B.70044,4,12,2.1,121,8pm-9pm,Monday,Blue Line,Eastbound,20,placeholder
425,Maverick,B.70046,5,11,49.7,92,8pm-9pm,Monday,Blue Line,Eastbound,15,placeholder
426,Airport,B.70048,6,14,21.9,77,8pm-9pm,Monday,Blue Line,Eastbound,13,placeholder
427,Wood Island,B.70050,7,2,6.2,73,8pm-9pm,Monday,Blue Line,Eastbound,12,placeholder
428,Orient Heights,B.70052,8,2,19.1,56,8pm-9pm,Monday,Blue Line,Eastbound,9,placeholder
429,Suffolk Downs,B.70054,9,0,2.8,53,8pm-9pm,Monday,Blue Line,Eastbound,9,placeholder
430,Beachmont,B.70056,10,2,16,35,8pm-9pm,Monday,Blue Line,Eastbound,6,placeholder
431,Revere Beach,B.70058,11,1,16.4,22,8pm-9pm,Monday,Blue Line,Eastbound,4,placeholder
432,Wonderland,B.70060,12,0,20.4,0,8pm-9pm,Monday,Blue Line,Eastbound,0,placeholder
433,Bowdoin,B.70038,1,9,0,9,9pm-10pm,Monday,Blue Line,Eastbound,2,placeholder
434,Government Center,B.70040,2,87,0.4,96,9pm-10pm,Monday,Blue Line,Eastbound,16,placeholder
435,State,B.70042,3,56,0.8,172,9pm-10pm,Monday,Blue Line,Eastbound,29,placeholder
436,Aquarium,B.70044,4,19,1.4,190,9pm-10pm,Monday,Blue Line,Eastbound,32,placeholder
437,Maverick,B.70046,5,11,56.5,110,9pm-10pm,Monday,Blue Line,Eastbound,18,placeholder
438,Airport,B.70048,6,20,32.7,108,9pm-10pm,Monday,Blue Line,Eastbound,18,placeholder
439,Wood Island,B.70050,7,1,11,99,9pm-10pm,Monday,Blue Line,Eastbound,16,placeholder
440,Orient Heights,B.70052,8,2,25.7,75,9pm-10pm,Monday,Blue Line,Eastbound,12,placeholder
441,Suffolk Downs,B.70054,9,0,4,71,9pm-10pm,Monday,Blue Line,Eastbound,12,placeholder
442,Beachmont,B.70056,10,1,21,51,9pm-10pm,Monday,Blue Line,Eastbound,8,placeholder
443,Revere Beach,B.70058,11,1,26.6,31,9pm-10pm,Monday,Blue Line,Eastbound,5,placeholder
444,Wonderland,B.70060,12,0,30.7,0,9pm-10pm,Monday,Blue Line,Eastbound,0,placeholder
445,Bowdoin,B.70038,1,10,0,10,10pm-11pm,Monday,Blue Line,Eastbound,2,placeholder
446,Government Center,B.70040,2,125,0.4,135,10pm-11pm,Monday,Blue Line,Eastbound,22,placeholder
447,State,B.70042,3,55,0.4,167,10pm-11pm,Monday,Blue Line,Eastbound,28,placeholder
448,Aquarium,B.70044,4,21,1.2,203,10pm-11pm,Monday,Blue Line,Eastbound,34,placeholder
449,Maverick,B.70046,5,9,74.8,157,10pm-11pm,Monday,Blue Line,Eastbound,26,placeholder
450,Airport,B.70048,6,23,34.4,132,10pm-11pm,Monday,Blue Line,Eastbound,22,placeholder
451,Wood Island,B.70050,7,2,19.2,144,10pm-11pm,Monday,Blue Line,Eastbound,24,placeholder
452,Orient Heights,B.70052,8,1,34.7,110,10pm-11pm,Monday,Blue Line,Eastbound,18,placeholder
453,Suffolk Downs,B.70054,9,0,5.6,104,10pm-11pm,Monday,Blue Line,Eastbound,17,placeholder
454,Beachmont,B.70056,10,1,34.8,70,10pm-11pm,Monday,Blue Line,Eastbound,12,placeholder
455,Revere Beach,B.70058,11,0,34.7,23,10pm-11pm,Monday,Blue Line,Eastbound,4,placeholder
456,Wonderland,B.70060,12,0,23.1,0,10pm-11pm,Monday,Blue Line,Eastbound,0,placeholder
457,Bowdoin,B.70038,1,14,0,14,11pm-12am,Monday,Blue Line,Eastbound,2,placeholder
458,Government Center,B.70040,2,125,0.3,138,11pm-12am,Monday,Blue Line,Eastbound,23,placeholder
459,State,B.70042,3,46,0.5,199,11pm-12am,Monday,Blue Line,Eastbound,33,placeholder
460,Aquarium,B.70044,4,17,1.6,194,11pm-12am,Monday,Blue Line,Eastbound,32,placeholder
461,Maverick,B.70046,5,6,57.1,142,11pm-12am,Monday,Blue Line,Eastbound,24,placeholder
462,Airport,B.70048,6,17,31.3,128,11pm-12am,Monday,Blue Line,Eastbound,21,placeholder
463,Wood Island,B.70050,7,1,11.1,97,11pm-12am,Monday,Blue Line,Eastbound,16,placeholder
464,Orient Heights,B.70052,8,2,21.5,77,11pm-12am,Monday,Blue Line,Eastbound,13,placeholder
465,Suffolk Downs,B.70054,9,0,4.7,79,11pm-12am,Monday,Blue Line,Eastbound,13,placeholder
466,Beachmont,B.70056,10,0,22.8,57,11pm-12am,Monday,Blue Line,Eastbound,10,placeholder
467,Revere Beach,B.70058,11,0,27.8,35,11pm-12am,Monday,Blue Line,Eastbound,6,placeholder
468,Wonderland,B.70060,12,0,38.7,0,11pm-12am,Monday,Blue Line,Eastbound,0,placeholder
469,Bowdoin,B.70038,1,1,0,1,12am-1am,Monday,Blue Line,Eastbound,0,placeholder
470,Government Center,B.70040,2,31,0.1,32,12am-1am,Monday,Blue Line,Eastbound,5,placeholder
471,State,B.70042,3,15,0,46,12am-1am,Monday,Blue Line,Eastbound,8,placeholder
472,Aquarium,B.70044,4,6,0.2,58,12am-1am,Monday,Blue Line,Eastbound,10,placeholder
473,Maverick,B.70046,5,3,17.1,38,12am-1am,Monday,Blue Line,Eastbound,6,placeholder
474,Airport,B.70048,6,8,10,36,12am-1am,Monday,Blue Line,Eastbound,6,placeholder
475,Wood Island,B.70050,7,0,4.4,32,12am-1am,Monday,Blue Line,Eastbound,5,placeholder
476,Orient Heights,B.70052,8,0,6.7,26,12am-1am,Monday,Blue Line,Eastbound,4,placeholder
477,Suffolk Downs,B.70054,9,0,2,24,12am-1am,Monday,Blue Line,Eastbound,4,placeholder
478,Beachmont,B.70056,10,0,8.1,16,12am-1am,Monday,Blue Line,Eastbound,3,placeholder
479,Revere Beach,B.70058,11,0,9.4,5,12am-1am,Monday,Blue Line,Eastbound,1,placeholder
480,Wonderland,B.70060,12,0,5.1,0,12am-1am,Monday,Blue Line,Eastbound,0,placeholder
481,Bowdoin,B.70038,1,0,0,0,5am-6am,Tuesday,Blue Line,Eastbound,0,placeholder
482,Government Center,B.70040,2,5,0.1,6,5am-6am,Tuesday,Blue Line,Eastbound,1,placeholder
483,State,B.70042,3,5,0,10,5am-6am,Tuesday,Blue Line,Eastbound,2,placeholder
484,Aquarium,B.70044,4,0,0.6,10,5am-6am,Tuesday,Blue Line,Eastbound,2,placeholder
485,Maverick,B.70046,5,5,7.4,24,5am-6am,Tuesday,Blue Line,Eastbound,4,placeholder
486,Airport,B.70048,6,4,9.7,26,5am-6am,Tuesday,Blue Line,Eastbound,4,placeholder
487,Wood Island,B.70050,7,1,6.2,21,5am-6am,Tuesday,Blue Line,Eastbound,4,placeholder
488,Orient Heights,B.70052,8,2,7.1,20,5am-6am,Tuesday,Blue Line,Eastbound,3,placeholder
489,Suffolk Downs,B.70054,9,0,0.6,10,5am-6am,Tuesday,Blue Line,Eastbound,2,placeholder
490,Beachmont,B.70056,10,2,3.2,9,5am-6am,Tuesday,Blue Line,Eastbound,2,placeholder
491,Revere Beach,B.70058,11,0,3.2,7,5am-6am,Tuesday,Blue Line,Eastbound,1,placeholder
492,Wonderland,B.70060,12,0,7.3,0,5am-6am,Tuesday,Blue Line,Eastbound,0,placeholder
493,Bowdoin,B.70038,1,1,0,1,6am-7am,Tuesday,Blue Line,Eastbound,0,placeholder
494,Government Center,B.70040,2,15,0.1,16,6am-7am,Tuesday,Blue Line,Eastbound,3,placeholder
495,State,B.70042,3,10,0.3,26,6am-7am,Tuesday,Blue Line,Eastbound,4,placeholder
496,Aquarium,B.70044,4,1,1.5,26,6am-7am,Tuesday,Blue Line,Eastbound,4,placeholder
497,Maverick,B.70046,5,4,9,21,6am-7am,Tuesday,Blue Line,Eastbound,4,placeholder
498,Airport,B.70048,6,2,5.1,16,6am-7am,Tuesday,Blue Line,Eastbound,3,placeholder
499,Wood Island,B.70050,7,0,4.8,13,6am-7am,Tuesday,Blue Line,Eastbound,2,placeholder
500,Orient Heights,B.70052,8,1,3,12,6am-7am,Tuesday,Blue Line,Eastbound,2,placeholder
501,Suffolk Downs,B.70054,9,0,0.3,11,6am-7am,Tuesday,Blue Line,Eastbound,2,placeholder
502,Beachmont,B.70056,10,1,3.1,8,6am-7am,Tuesday,Blue Line,Eastbound,1,placeholder
503,Revere Beach,B.70058,11,0,3,5,6am-7am,Tuesday,Blue Line,Eastbound,1,placeholder
504,Wonderland,B.70060,12,0,5,0,6am-7am,Tuesday,Blue Line,Eastbound,0,placeholder
505,Bowdoin,B.70038,1,2,0,2,7am-8am,Tuesday,Blue Line,Eastbound,0,placeholder
506,Government Center,B.70040,2,15,0.1,17,7am-8am,Tuesday,Blue Line,Eastbound,3,placeholder
507,State,B.70042,3,15,0.8,31,7am-8am,Tuesday,Blue Line,Eastbound,5,placeholder
508,Aquarium,B.70044,4,2,3.9,29,7am-8am,Tuesday,Blue Line,Eastbound,5,placeholder
509,Maverick,B.70046,5,5,11.7,22,7am-8am,Tuesday,Blue Line,Eastbound,4,placeholder
510,Airport,B.70048,6,3,7.3,19,7am-8am,Tuesday,Blue Line,Eastbound,3,placeholder
511,Wood Island,B.70050,7,1,3.4,14,7am-8am,Tuesday,Blue Line,Eastbound,2,placeholder
512,Orient Heights,B.70052,8,1,3.9,11,7am-8am,Tuesday,Blue Line,Eastbound,2,placeholder
513,Suffolk Downs,B.70054,9,0,0.5,11,7am-8am,Tuesday,Blue Line,Eastbound,2,placeholder
514,Beachmont,B.70056,10,2,3.1,10,7am-8am,Tuesday,Blue Line,Eastbound,2,placeholder
515,Revere Beach,B.70058,11,0,4.4,6,7am-8am,Tuesday,Blue Line,Eastbound,1,placeholder
516,Wonderland,B.70060,12,0,5.6,0,7am-8am,Tuesday,Blue Line,Eastbound,0,placeholder
517,Bowdoin,B.70038,1,2,0,2,8am-9am,Tuesday,Blue Line,Eastbound,0,placeholder
518,Government Center,B.70040,2,15,0.2,18,8am-9am,Tuesday,Blue Line,Eastbound,3,placeholder
519,State,B.70042,3,13,1.4,28,8am-9am,Tuesday,Blue Line,Eastbound,5,placeholder
520,Aquarium,B.70044,4,2,3.9,26,8am-9am,Tuesday,Blue Line,Eastbound,4,placeholder
521,Maverick,B.70046,5,4,11.5,19,8am-9am,Tuesday,Blue Line,Eastbound,3,placeholder
522,Airport,B.70048,6,3,6.1,16,8am-9am,Tuesday,Blue Line,Eastbound,3,placeholder
523,Wood Island,B.70050,7,0,2.5,15,8am-9am,Tuesday,Blue Line,Eastbound,2,placeholder
524,Orient Heights,B.70052,8,1,4.9,11,8am-9am,Tuesday,Blue Line,Eastbound,2,placeholder
